chr	HG00740_rfmix	HG00740_gnomix	HG01142_rfmix	HG01142_gnomix	HG01161_rfmix	HG01161_gnomix	HG01173_rfmix	HG01173_gnomix	HG01197_rfmix	HG01197_gnomix	HG01200_rfmix	HG01200_gnomix	HG01205_rfmix	HG01205_gnomix	HG01248_rfmix	HG01248_gnomix	HG01250_rfmix	HG01250_gnomix	HG00554_rfmix	HG00554_gnomix	HG00732_rfmix	HG00732_gnomix	HG00737_rfmix	HG00737_gnomix	HG00637_rfmix	HG00637_gnomix	HG01089_rfmix	HG01089_gnomix	HG01104_rfmix	HG01104_gnomix	HG01111_rfmix	HG01111_gnomix	HG01177_rfmix	HG01177_gnomix	HG01130_rfmix	HG01130_gnomix	HG01191_rfmix	HG01191_gnomix	HG01204_rfmix	HG01204_gnomix	HG01058_rfmix	HG01058_gnomix	HG01242_rfmix	HG01242_gnomix	HG01060_rfmix	HG01060_gnomix	HG01247_rfmix	HG01247_gnomix	HG01072_rfmix	HG01072_gnomix	HG01088_rfmix	HG01088_gnomix	HG01077_rfmix	HG01077_gnomix	HG01095_rfmix	HG01095_gnomix	HG01325_rfmix	HG01325_gnomix	HG01344_rfmix	HG01344_gnomix	HG01108_rfmix	HG01108_gnomix	HG01110_rfmix	HG01110_gnomix	HG01351_rfmix	HG01351_gnomix	HG01122_rfmix	HG01122_gnomix	HG01356_rfmix	HG01356_gnomix	HG01134_rfmix	HG01134_gnomix	HG01363_rfmix	HG01363_gnomix	HG01139_rfmix	HG01139_gnomix	HG01281_rfmix	HG01281_gnomix	HG01286_rfmix	HG01286_gnomix	HG01414_rfmix	HG01414_gnomix	HG01438_rfmix	HG01438_gnomix	HG01312_rfmix	HG01312_gnomix	HG01440_rfmix	HG01440_gnomix	HG01348_rfmix	HG01348_gnomix	HG01350_rfmix	HG01350_gnomix	HG01464_rfmix	HG01464_gnomix	HG01362_rfmix	HG01362_gnomix	HG01254_rfmix	HG01254_gnomix	HG01259_rfmix	HG01259_gnomix	HG01280_rfmix	HG01280_gnomix	HG01305_rfmix	HG01305_gnomix	HG01052_rfmix	HG01052_gnomix	HG01565_rfmix	HG01565_gnomix	HG01064_rfmix	HG01064_gnomix	HG01572_rfmix	HG01572_gnomix	HG01069_rfmix	HG01069_gnomix	HG01577_rfmix	HG01577_gnomix	HG01083_rfmix	HG01083_gnomix	HG01488_rfmix	HG01488_gnomix	HG01571_rfmix	HG01571_gnomix	HG01495_rfmix	HG01495_gnomix	HG01413_rfmix	HG01413_gnomix	HG01432_rfmix	HG01432_gnomix	HG01437_rfmix	HG01437_gnomix	HG01444_rfmix	HG01444_gnomix	HG01456_rfmix	HG01456_gnomix	HG01375_rfmix	HG01375_gnomix	HG01402_rfmix	HG01402_gnomix	HG02006_rfmix	HG02006_gnomix	HG01374_rfmix	HG01374_gnomix	HG01393_rfmix	HG01393_gnomix	HG01398_rfmix	HG01398_gnomix	HG01468_rfmix	HG01468_gnomix	HG01494_rfmix	HG01494_gnomix	HG01921_rfmix	HG01921_gnomix	HG01926_rfmix	HG01926_gnomix	HG01933_rfmix	HG01933_gnomix	HG01938_rfmix	HG01938_gnomix	HG01945_rfmix	HG01945_gnomix	HG01951_rfmix	HG01951_gnomix	HG01968_rfmix	HG01968_gnomix	HG01970_rfmix	HG01970_gnomix	HG01971_rfmix	HG01971_gnomix	HG01976_rfmix	HG01976_gnomix	HG01932_rfmix	HG01932_gnomix	HG01944_rfmix	HG01944_gnomix	HG02253_rfmix	HG02253_gnomix	HG01893_rfmix	HG01893_gnomix	HG02260_rfmix	HG02260_gnomix	HG01918_rfmix	HG01918_gnomix	HG02265_rfmix	HG02265_gnomix	HG01920_rfmix	HG01920_gnomix	HG01982_rfmix	HG01982_gnomix	HG02102_rfmix	HG02102_gnomix	HG02304_rfmix	HG02304_gnomix	HG02272_rfmix	HG02272_gnomix	HG02277_rfmix	HG02277_gnomix	HG02291_rfmix	HG02291_gnomix	HG02252_rfmix	HG02252_gnomix	HG02271_rfmix	HG02271_gnomix	NA19658_rfmix	NA19658_gnomix	NA19747_rfmix	NA19747_gnomix	NA19759_rfmix	NA19759_gnomix	NA19761_rfmix	NA19761_gnomix	NA19773_rfmix	NA19773_gnomix	NA19780_rfmix	NA19780_gnomix	NA19785_rfmix	NA19785_gnomix	NA19792_rfmix	NA19792_gnomix	NA19684_rfmix	NA19684_gnomix	NA19716_rfmix	NA19716_gnomix	NA19652_rfmix	NA19652_gnomix	NA19723_rfmix	NA19723_gnomix	NA19657_rfmix	NA19657_gnomix	NA19728_rfmix	NA19728_gnomix	NA19664_rfmix	NA19664_gnomix	NA19669_rfmix	NA19669_gnomix	NA19735_rfmix	NA19735_gnomix	NA19676_rfmix	NA19676_gnomix	NA19746_rfmix	NA19746_gnomix	NA19758_rfmix	NA19758_gnomix	NA19777_rfmix	NA19777_gnomix	NA19789_rfmix	NA19789_gnomix	NA19722_rfmix	NA19722_gnomix	NA19734_rfmix	NA19734_gnomix	NA19741_rfmix	NA19741_gnomix	HG00551_rfmix	HG00551_gnomix	HG00638_rfmix	HG00638_gnomix	HG00731_rfmix	HG00731_gnomix	HG00736_rfmix	HG00736_gnomix	HG00743_rfmix	HG00743_gnomix	HG00640_rfmix	HG00640_gnomix	HG01094_rfmix	HG01094_gnomix	HG01102_rfmix	HG01102_gnomix	HG01107_rfmix	HG01107_gnomix	HG01119_rfmix	HG01119_gnomix	HG01121_rfmix	HG01121_gnomix	HG01133_rfmix	HG01133_gnomix	HG01148_rfmix	HG01148_gnomix	HG01140_rfmix	HG01140_gnomix	HG01162_rfmix	HG01162_gnomix	HG00553_rfmix	HG00553_gnomix	HG01167_rfmix	HG01167_gnomix	HG01174_rfmix	HG01174_gnomix	HG01198_rfmix	HG01198_gnomix	HG01251_rfmix	HG01251_gnomix	HG01326_rfmix	HG01326_gnomix	HG01345_rfmix	HG01345_gnomix	HG01357_rfmix	HG01357_gnomix	HG01369_rfmix	HG01369_gnomix	HG01092_rfmix	HG01092_gnomix	HG01097_rfmix	HG01097_gnomix	HG01105_rfmix	HG01105_gnomix	HG01112_rfmix	HG01112_gnomix	HG01124_rfmix	HG01124_gnomix	HG01131_rfmix	HG01131_gnomix	HG01136_rfmix	HG01136_gnomix	HG01047_rfmix	HG01047_gnomix	HG01054_rfmix	HG01054_gnomix	HG01049_rfmix	HG01049_gnomix	HG01061_rfmix	HG01061_gnomix	HG01051_rfmix	HG01051_gnomix	HG01066_rfmix	HG01066_gnomix	HG01073_rfmix	HG01073_gnomix	HG01063_rfmix	HG01063_gnomix	HG01080_rfmix	HG01080_gnomix	HG01085_rfmix	HG01085_gnomix	HG01070_rfmix	HG01070_gnomix	HG01075_rfmix	HG01075_gnomix	HG01383_rfmix	HG01383_gnomix	HG01082_rfmix	HG01082_gnomix	HG01390_rfmix	HG01390_gnomix	HG01395_rfmix	HG01395_gnomix	HG01164_rfmix	HG01164_gnomix	HG01403_rfmix	HG01403_gnomix	HG01171_rfmix	HG01171_gnomix	HG01176_rfmix	HG01176_gnomix	HG01441_rfmix	HG01441_gnomix	HG01183_rfmix	HG01183_gnomix	HG01188_rfmix	HG01188_gnomix	HG01465_rfmix	HG01465_gnomix	HG01190_rfmix	HG01190_gnomix	HG00734_rfmix	HG00734_gnomix	HG00739_rfmix	HG00739_gnomix	HG01241_rfmix	HG01241_gnomix	HG01253_rfmix	HG01253_gnomix	HG01256_rfmix	HG01256_gnomix	HG01260_rfmix	HG01260_gnomix	HG01275_rfmix	HG01275_gnomix	HG01272_rfmix	HG01272_gnomix	HG01302_rfmix	HG01302_gnomix	HG01277_rfmix	HG01277_gnomix	HG01284_rfmix	HG01284_gnomix	HG01311_rfmix	HG01311_gnomix	HG01489_rfmix	HG01489_gnomix	HG01323_rfmix	HG01323_gnomix	HG01491_rfmix	HG01491_gnomix	HG01342_rfmix	HG01342_gnomix	HG01354_rfmix	HG01354_gnomix	HG01359_rfmix	HG01359_gnomix	HG01366_rfmix	HG01366_gnomix	HG01474_rfmix	HG01474_gnomix	HG01479_rfmix	HG01479_gnomix	HG01486_rfmix	HG01486_gnomix	HG01498_rfmix	HG01498_gnomix	HG01566_rfmix	HG01566_gnomix	HG01378_rfmix	HG01378_gnomix	HG01578_rfmix	HG01578_gnomix	HG01392_rfmix	HG01392_gnomix	HG01405_rfmix	HG01405_gnomix	HG01412_rfmix	HG01412_gnomix	HG01551_rfmix	HG01551_gnomix	HG01556_rfmix	HG01556_gnomix	HG01431_rfmix	HG01431_gnomix	HG01443_rfmix	HG01443_gnomix	HG01455_rfmix	HG01455_gnomix	HG01462_rfmix	HG01462_gnomix	HG01953_rfmix	HG01953_gnomix	HG01979_rfmix	HG01979_gnomix	HG01965_rfmix	HG01965_gnomix	HG01977_rfmix	HG01977_gnomix	HG01892_rfmix	HG01892_gnomix	HG01991_rfmix	HG01991_gnomix	HG02002_rfmix	HG02002_gnomix	HG01917_rfmix	HG01917_gnomix	HG01924_rfmix	HG01924_gnomix	HG01927_rfmix	HG01927_gnomix	HG01939_rfmix	HG01939_gnomix	HG01941_rfmix	HG01941_gnomix	HG01950_rfmix	HG01950_gnomix	HG01967_rfmix	HG01967_gnomix	HG01974_rfmix	HG01974_gnomix	HG01936_rfmix	HG01936_gnomix	HG02090_rfmix	HG02090_gnomix	HG01948_rfmix	HG01948_gnomix	HG02278_rfmix	HG02278_gnomix	HG02285_rfmix	HG02285_gnomix	HG02292_rfmix	HG02292_gnomix	HG02146_rfmix	HG02146_gnomix	HG02259_rfmix	HG02259_gnomix	HG02266_rfmix	HG02266_gnomix	HG02348_rfmix	HG02348_gnomix	HG02275_rfmix	HG02275_gnomix	HG02299_rfmix	HG02299_gnomix	HG02312_rfmix	HG02312_gnomix	HG02150_rfmix	HG02150_gnomix	HG00641_rfmix	HG00641_gnomix	HG02345_rfmix	HG02345_gnomix	HG02105_rfmix	HG02105_gnomix	HG01048_rfmix	HG01048_gnomix	HG01055_rfmix	HG01055_gnomix	HG01067_rfmix	HG01067_gnomix	HG01079_rfmix	HG01079_gnomix	HG01086_rfmix	HG01086_gnomix	HG00742_rfmix	HG00742_gnomix	HG02425_rfmix	HG02425_gnomix	HG01341_rfmix	HG01341_gnomix	HG01353_rfmix	HG01353_gnomix	HG01360_rfmix	HG01360_gnomix	HG01365_rfmix	HG01365_gnomix	HG01149_rfmix	HG01149_gnomix	HG01168_rfmix	HG01168_gnomix	HG01170_rfmix	HG01170_gnomix	HG01182_rfmix	HG01182_gnomix	HG01187_rfmix	HG01187_gnomix	HG01098_rfmix	HG01098_gnomix	HG01101_rfmix	HG01101_gnomix	HG01113_rfmix	HG01113_gnomix	HG01125_rfmix	HG01125_gnomix	HG01137_rfmix	HG01137_gnomix	HG01257_rfmix	HG01257_gnomix	HG01269_rfmix	HG01269_gnomix	HG01271_rfmix	HG01271_gnomix	HG01303_rfmix	HG01303_gnomix	HG01308_rfmix	HG01308_gnomix	HG01550_rfmix	HG01550_gnomix	HG01372_rfmix	HG01372_gnomix	HG01377_rfmix	HG01377_gnomix	HG01384_rfmix	HG01384_gnomix	HG01389_rfmix	HG01389_gnomix	HG01396_rfmix	HG01396_gnomix	HG01435_rfmix	HG01435_gnomix	HG01447_rfmix	HG01447_gnomix	HG01459_rfmix	HG01459_gnomix	HG01461_rfmix	HG01461_gnomix	HG01485_rfmix	HG01485_gnomix	HG01492_rfmix	HG01492_gnomix	HG01497_rfmix	HG01497_gnomix	HG02003_rfmix	HG02003_gnomix	HG02008_rfmix	HG02008_gnomix	HG01980_rfmix	HG01980_gnomix	HG01992_rfmix	HG01992_gnomix	HG01997_rfmix	HG01997_gnomix	HG01923_rfmix	HG01923_gnomix	HG01954_rfmix	HG01954_gnomix	HG01961_rfmix	HG01961_gnomix	HG01973_rfmix	HG01973_gnomix	HG01935_rfmix	HG01935_gnomix	HG01942_rfmix	HG01942_gnomix	HG01947_rfmix	HG01947_gnomix	HG02089_rfmix	HG02089_gnomix	HG02104_rfmix	HG02104_gnomix	HG02274_rfmix	HG02274_gnomix	HG02286_rfmix	HG02286_gnomix	HG02298_rfmix	HG02298_gnomix	HG02262_rfmix	HG02262_gnomix	HG02147_rfmix	HG02147_gnomix	HG02301_rfmix	HG02301_gnomix	NA19717_rfmix	NA19717_gnomix	NA19729_rfmix	NA19729_gnomix	NA19731_rfmix	NA19731_gnomix	NA19750_rfmix	NA19750_gnomix	NA19755_rfmix	NA19755_gnomix	NA19762_rfmix	NA19762_gnomix	NA19654_rfmix	NA19654_gnomix	NA19661_rfmix	NA19661_gnomix	NA19678_rfmix	NA19678_gnomix	NA19774_rfmix	NA19774_gnomix	NA19779_rfmix	NA19779_gnomix	NA19786_rfmix	NA19786_gnomix	NA19649_rfmix	NA19649_gnomix	NA19651_rfmix	NA19651_gnomix	NA19663_rfmix	NA19663_gnomix	NA19670_rfmix	NA19670_gnomix	NA19682_rfmix	NA19682_gnomix	NA19719_rfmix	NA19719_gnomix	NA19726_rfmix	NA19726_gnomix	NA19740_rfmix	NA19740_gnomix	NA19752_rfmix	NA19752_gnomix	NA19764_rfmix	NA19764_gnomix	NA19771_rfmix	NA19771_gnomix	NA19776_rfmix	NA19776_gnomix	NA19783_rfmix	NA19783_gnomix	NA19788_rfmix	NA19788_gnomix	NA19795_rfmix	NA19795_gnomix	NA19648_rfmix	NA19648_gnomix	NA19655_rfmix	NA19655_gnomix	NA19679_rfmix	NA19679_gnomix	NA19681_rfmix	NA19681_gnomix	NA19720_rfmix	NA19720_gnomix	NA19725_rfmix	NA19725_gnomix	NA19732_rfmix	NA19732_gnomix	NA19749_rfmix	NA19749_gnomix	NA19756_rfmix	NA19756_gnomix	NA19770_rfmix	NA19770_gnomix	NA19782_rfmix	NA19782_gnomix	NA19794_rfmix	NA19794_gnomix
1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2	2	1	5	2	2	2	5	2	2	2	2	1	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2	1	5	1	5	1	5	1	5	1	5	1	5	1	5	2	2	2	5	1	5	1	5	1	5	2	2	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	2	2	2	5	1	5	2	5	2	2	2	2	1	5	2	2	2	2	1	5	2	2	2	2	2	5	1	5	2	5	2	2	1	5	2	2	1	5	1	5	2	2	2	2	2	5	2	5	1	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2	2	2	2	2	2	1	5	2	2	2	5	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2	2	2	2	2	2	2	2	2	2	0	5	2	2	2	2	1	5	2	2	2	5	1	5	1	5	2	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	2	5	1	5	2	5	2	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	2	2	1	5	1	5	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2	5	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2	2	2	2	2	2	0	0	2	2	2	2	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	2	5	2	5	1	5	1	5	1	5	1	5	2	5	1	5	1	5	1	5	1	5	1	5	2	2	1	5	1	5	2	5	2	5	2	2	2	2	2	2	2	5	2	2	2	2	1	5	2	2	2	2	2	5	2	5	1	5	2	2	2	5	2	2	2	2	2	5	1	5	2	2	2	2	2	2	2	2	1	5	1	5	2	2	1	5	2	2	2	5	2	2	2	2	2	2
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	5	2	2	1	5	2	2	2	5	2	2	2	2	1	5	2	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	2	5	2	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	2	2	1	5	1	5	1	5	2	2	2	5	1	5	2	5	2	2	2	5	1	5	2	5	2	2	2	5	2	2	2	2	1	5	1	5	2	5	2	2	1	5	2	2	1	5	1	5	2	5	2	2	2	5	2	5	1	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2	2	2	2	2	2	2	2	2	2	2	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2	2	2	5	2	2	2	2	2	2	0	0	1	5	2	2	2	5	2	2	2	2	1	5	1	5	2	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	2	2	1	5	1	5	2	2	2	2	2	2	2	2	2	2	2	2	1	5	1	5	2	2	2	2	2	5	2	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2	2	2	5	2	2	0	0	2	2	2	2	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	2	2	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	2	2	1	5	2	5	1	5	2	2	2	2	2	2	2	2	1	5	2	2	2	2	2	5	2	5	2	2	2	5	2	5	1	5	2	5	2	2	2	5	2	2	1	5	1	5	2	2	2	2	2	2	2	2	2	2	1	5	2	2	1	5	2	2	2	5	2	2	2	2	2	2
3	2	2	2	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	0	0	2	2	2	5	2	2	2	2	2	5	2	5	2	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	5	2	2	1	5	2	2	2	2	2	2	2	2	1	5	2	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	5	2	5	1	5	1	5	1	5	2	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	2	5	2	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	2	5	1	5	1	5	1	5	2	2	1	5	2	5	2	5	2	2	2	2	2	5	2	2	2	2	2	5	2	5	2	2	1	5	1	5	1	5	2	2	1	5	2	2	1	5	1	5	2	2	2	5	2	5	2	5	1	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2	2	5	2	2	2	2	2	2	2	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2	5	1	5	1	5	1	5	2	5	1	5	2	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	2	5	1	5	2	5	2	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	2	5	1	5	2	2	1	5	1	5	2	2	2	2	2	2	2	2	2	2	2	2	1	5	2	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2	2	2	2	2	5	0	0	2	2	2	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	2	2	1	5	1	5	1	5	1	5	1	5	1	5	2	2	1	5	1	5	1	5	2	2	1	5	1	5	2	2	1	5	2	5	1	5	2	2	2	2	1	5	2	2	1	5	2	2	2	2	2	5	2	2	2	5	2	2	2	5	1	5	2	5	2	2	1	5	2	2	1	5	1	5	2	5	2	2	2	5	2	2	1	5	1	5	2	5	1	5	2	2	2	2	2	2	2	2	2	5
4	2	2	2	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2	2	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2	2	2	5	2	2	2	5	2	2	2	2	2	2	2	2	1	5	2	2	1	5	2	2	2	2	2	2	2	2	1	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2	2	2	2	2	2	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	2	5	2	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	2	2	1	5	2	2	1	5	1	5	2	5	2	5	2	2	1	5	2	2	2	2	2	5	2	2	2	5	2	5	1	5	1	5	2	2	1	5	2	2	1	5	1	5	1	5	2	5	1	5	2	5	1	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2	2	2	2	2	2	2	2	2	2	2	5	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2	2	1	5	2	2	2	2	2	2	1	2	0	0	2	2	2	5	2	2	1	5	1	5	1	5	2	5	1	5	1	5	1	5	1	2	1	5	1	5	1	5	2	5	1	5	1	5	1	5	1	5	1	5	2	5	1	5	1	5	2	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	2	5	1	5	2	2	2	2	1	5	2	2	2	2	2	2	2	2	2	2	2	2	2	5	1	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	5	2	2	2	2	2	5	2	2	2	5	2	2	2	2	2	2	2	2	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	2	2	1	5	1	5	1	5	2	2	1	5	1	5	2	2	1	5	2	5	1	5	2	5	2	2	2	5	2	2	2	2	2	2	2	2	2	2	2	5	1	5	2	2	2	2	1	5	2	5	2	5	1	5	2	5	1	5	2	5	2	5	2	2	2	2	2	2	2	5	2	5	2	2	1	5	2	2	2	5	2	5	2	5	2	2
5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	1	5	2	2	1	5	2	2	2	2	2	2	2	2	1	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	2	5	1	5	1	5	2	5	2	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	2	2	2	2	1	5	1	5	2	2	2	2	1	5	2	5	2	2	2	2	2	2	1	5	1	5	1	5	2	2	2	2	1	5	2	2	1	5	1	5	1	5	1	5	1	5	2	5	1	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	5	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2	2	2	2	2	2	2	2	0	0	2	2	1	5	2	2	2	2	1	5	2	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	2	2	1	5	1	5	2	2	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	2	5	1	5	2	2	2	5	1	5	2	2	2	2	2	2	2	2	2	2	2	2	1	5	1	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	5	2	2	2	2	0	0	0	5	2	2	2	2	1	5	1	5	1	5	1	5	2	5	1	5	1	5	1	5	1	5	2	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	2	5	1	5	1	5	2	2	1	5	1	5	2	2	2	2	2	2	1	5	2	2	1	5	2	2	2	2	1	5	1	5	2	5	2	2	2	5	1	5	2	5	2	2	2	2	2	5	1	5	2	5	2	2	2	2	2	2	2	2	1	5	1	5	2	2	1	5	1	5	2	5	2	2	2	5	2	2
